EPF_Number__t2o,Gender,PermanentRecidence_cat,Recidence,CivilStatus_cat,HighestEducationQualification_cat,InterviewedBy,ExtraCurricularActivities,ApparelRelatedVocationalQualification,PreviousJob,ExperiencedSection_cat,RelativesInApparel,SpouseOccupation_cat,FamilyOppinionAboutTheJob,Referel_cat,ExpectationOfDoingTheJob_cat,AvailabilityOfTransportNearTheResidence,RetentionCategory,SelectedDepartment,ReasonForChooseApparel,PreviousWorkPlace,PersonalImpression,ContributionToTheFamilyIncome_cat,Children_cat,ApparelExperience,ReasonForLeaving_cat,Height,Weight,MedicalTest,IQTestScore,ExpectedSalary,FollowingExternalCourses,LastBasicSal_cat,Age Category,Age Joined,Age(Median),Is Terminated
85,Female,Yes,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,MASPlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,169,58,Passed,70,25000,No,15000to30000,5,35,38,No
86,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,168,51,Passed,85,23000,No,NoJob,2,20,22,No
87,Female,No,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,Other,168,51,Passed,0,25000,No,15000to30000,5,40,38,No
88,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,169,48,Passed,85,25000,No,15000to30000,2,23,22,No
89,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,168,50,Passed,80,25000,No,15000to30000,5,35,38,No
90,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,170,52,Passed,85,25000,No,15000to30000,2,23,22,No
91,Female,No,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,172,55,Passed,0,25000,No,0to15000,5,37,38,No
92,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,169,46,Passed,85,25000,No,NoJob,2,22,22,No
93,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,169,49,Passed,70,25000,No,15000to30000,2,22,22,No
94,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,169,48,Passed,95,25000,No,15000to30000,1,19,19,No
95,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,163,42,Passed,85,25000,No,15000to30000,2,22,22,No
96,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,170,49,Passed,80,25000,No,0to15000,3,25,27,No
97,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,169,44,Passed,90,25000,No,15000to30000,5,36,38,No
98,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,162,42,Passed,85,25000,No,0to15000,1,19,19,No
99,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,173,56,Passed,80,25000,No,15000to30000,1,19,19,No
100,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,Unmarried,TRUE,JobIssue,170,56,Passed,95,25000,No,15000to30000,5,38,38,No
101,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,166,42,Passed,100,25000,No,15000to30000,2,23,22,No
102,Female,Yes,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Moderate,NoChildren,FALSE,NoJob,163,44,Passed,65,25000,No,NoJob,1,18,19,No
103,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,172,65,Passed,85,28000,No,0to15000,5,37,38,No
104,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,42,Passed,95,25000,No,NoJob,1,18,19,No
105,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,B,TMChecker,LikeSewing,SamePlant,Average,Low,ChildrenLessThan5Yrs,TRUE,JobIssue,166,45,Passed,0,26000,No,15000to30000,4,31,32,No
106,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Good,Moderate,NoChildren,TRUE,JobIssue,169,46,Passed,75,25000,No,NoJob,3,26,27,No
107,Female,Yes,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,Other,173,52,Passed,80,25000,No,15000to30000,3,27,27,No
108,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,169,49,Passed,90,25000,No,NoJob,2,20,22,No
109,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,165,44,Passed,65,25000,No,0to15000,5,40,38,No
110,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,161,41,Passed,0,27000,No,15000to30000,4,33,32,No
111,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,Other,NoJob,Average,Low,Unmarried,FALSE,NoJob,170,62,Passed,75,25000,No,NoJob,2,22,22,No
112,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,169,48,Passed,95,28000,Yes,NoJob,2,21,22,No
113,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMChecker,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,168,49,Passed,85,25000,No,NoJob,2,23,22,No
114,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,163,40,Passed,90,25000,No,15000to30000,2,23,22,No
115,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,Low,Unmarried,FALSE,Other,167,46,Passed,90,25000,No,0to15000,3,25,27,No
116,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,Low,ChildrenLessThan5Yrs,TRUE,JobIssue,168,52,Passed,0,25000,No,15000to30000,3,27,27,No
117,Female,Yes,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,169,55,Passed,0,25000,No,0to15000,3,28,27,No
118,Female,No,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Good,Moderate,NoChildren,FALSE,Other,165,65,Passed,90,30000,No,15000to30000,3,28,27,No
119,Female,No,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,Other,SamePlant,Good,Moderate,ChildrenGreaterThan5Yrs,FALSE,JobIssue,161,55,Passed,80,20000,No,0to15000,4,34,32,No
120,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CloseProximityToHome,NotMAS,Average,Moderate,Unmarried,FALSE,Other,156,49,Passed,95,22000,No,0to15000,2,22,22,No
121,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,Apparel,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CloseProximityToHome,NotMAS,Good,High,ChildrenLessThan5Yrs,FALSE,JobIssue,153,58,Passed,70,25000,No,NoJob,3,29,27,No
122,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,ChildrenLessThan5Yrs,TRUE,NoJob,163,50,Passed,70,25000,No,NoJob,2,24,22,No
123,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,NonApparel,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CloseProximityToHome,NotMAS,Good,Moderate,ChildrenLessThan5Yrs,FALSE,JobIssue,153,58,Passed,70,25000,No,NoJob,2,20,22,No
124,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,159,48,Passed,70,30000,No,0to15000,3,28,27,No
125,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,165,68,Passed,0,30000,No,15000to30000,5,42,38,No
126,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,PersonalIssue,164,66,Passed,80,25000,No,15000to30000,3,27,27,No
127,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,NoJob,168,60,Passed,80,30000,No,0to15000,4,34,32,No
128,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,ChildrenGreaterThan5Yrs,FALSE,PersonalIssue,162,48,Passed,70,30000,No,0to15000,5,35,38,No
129,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,Other,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,158,50,Passed,80,25000,No,NoJob,3,27,27,No
130,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,50,Passed,90,30000,No,NoJob,2,23,22,No
131,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,NoChildren,TRUE,Other,160,46,Passed,0,30000,No,15000to30000,3,29,27,No
132,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,160,48,Passed,80,25000,No,15000to30000,1,19,19,No
133,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,150,38,Passed,80,25000,No,15000to30000,3,26,27,No
134,Female,No,Boarded,Married,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Moderate,NoChildren,FALSE,NoJob,160,50,Passed,80,30000,No,NoJob,4,30,32,No
135,Female,No,ComingFromRelativesPlace,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,Other,SamePlant,Good,High,Unmarried,FALSE,Other,155,60,Failed,70,25000,No,NoJob,2,22,22,No
136,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Good,High,Unmarried,FALSE,JobIssue,160,55,Passed,65,18000,No,0to15000,2,21,22,No
137,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,High,Unmarried,FALSE,NoJob,162,45,Passed,80,20000,No,NoJob,3,29,27,No
138,Female,Yes,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NoJob,Good,High,Unmarried,FALSE,NoJob,162,62,Passed,100,19000,No,NoJob,2,20,22,No
139,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,155,59,Passed,75,20000,No,NoJob,1,19,19,No
140,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,Other,NotMAS,Good,Moderate,Unmarried,FALSE,JobIssue,162,65,Passed,85,20000,No,15000to30000,1,18,19,No
141,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Other,LongTerm,Yes,B,TMMO,FamilyMembersAeWorkingInApparel,NoJob,Average,Moderate,Unmarried,FALSE,NoJob,162,65,Passed,95,20000,No,NoJob,3,26,27,No
142,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,D,TMMO,LikeSewing,NotMAS,Good,High,NoChildren,FALSE,PersonalIssue,161,55,Passed,50,30000,No,15000to30000,3,26,27,No
143,Female,Yes,ComingFromHome,Unmarried,PassedAL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,163,49,Passed,95,20000,No,NoJob,2,22,22,No
144,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,160,50,Passed,80,30000,No,NoJob,2,24,22,No
145,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,TRUE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NotMAS,Good,Moderate,ChildrenGreaterThan5Yrs,TRUE,Other,154,50,Passed,90,20000,No,0to15000,4,30,32,No
146,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,Low,Unmarried,TRUE,Other,162,50,Passed,0,25000,No,15000to30000,1,19,19,No
147,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,TRUE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,MASPlant,Average,Moderate,Unmarried,TRUE,JobIssue,156,50,Passed,85,20000,No,0to15000,2,22,22,No
148,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,TRUE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,Other,SamePlant,Good,High,Unmarried,TRUE,Other,163,66,Passed,80,25000,No,15000to30000,4,33,32,No
149,Female,No,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,152,40,Passed,90,25000,No,NoJob,2,21,22,No
150,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,TRUE,TRUE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,156,44,Passed,100,25000,Yes,NoJob,1,19,19,No
151,Female,Yes,ComingFromHome,Unmarried,PassedAL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,55,Passed,90,29000,No,NoJob,1,19,19,No
152,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Good,Moderate,Unmarried,TRUE,PersonalIssue,162,57,Passed,80,22000,No,15000to30000,3,29,27,No
153,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,FamilyMembersAeWorkingInApparel,NoJob,Average,Moderate,Unmarried,FALSE,NoJob,162,55,Passed,80,25000,No,NoJob,1,19,19,No
154,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,160,50,Passed,64,25000,No,NoJob,1,19,19,No
155,Female,No,ComingFromHome,Married,UptoOL,Lahiru,TRUE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NotMAS,Good,Moderate,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,162,57,Passed,80,30000,No,15000to30000,5,36,38,No
156,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,160,49,Passed,80,25000,No,0to15000,5,37,38,No
157,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NoJob,Average,Low,NoChildren,FALSE,NoJob,152,58,Passed,75,25000,No,NoJob,2,22,22,No
158,Female,No,Boarded,Married,PassedAL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,FamilyMembersAeWorkingInApparel,NoJob,Good,High,NoChildren,FALSE,NoJob,156,50,Passed,75,25000,No,NoJob,2,20,22,No
159,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,NoChildren,FALSE,NoJob,160,58,Passed,85,25000,No,NoJob,2,24,22,No
160,Female,Yes,ComingFromHome,Unmarried,PassedAL,Gihan,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,162,50,Passed,80,25000,No,NoJob,2,20,22,No
161,Female,Yes,ComingFromHome,Married,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,ChildrenGreaterThan5Yrs,FALSE,NoJob,156,70,Passed,80,25000,No,NoJob,4,30,32,No
162,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,Other,158,42,Passed,100,28000,No,0to15000,5,37,38,No
163,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,156,68,Passed,65,30000,No,15000to30000,2,20,22,No
164,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,153,40,Passed,80,25000,No,NoJob,2,21,22,No
165,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,B,TMMO,LikeSewing,MASPlant,Average,High,NoChildren,TRUE,JobIssue,160,56,Passed,80,28000,No,15000to30000,4,32,32,No
166,Female,No,Boarded,Married,PassedOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,MASPlant,Average,High,NoChildren,TRUE,JobIssue,156,50,Passed,85,28000,No,15000to30000,4,32,32,No
167,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,MASPlant,Average,Low,ChildrenGreaterThan5Yrs,TRUE,JobIssue,161,58,Passed,65,30000,No,15000to30000,5,51,38,No
168,Female,Yes,ComingFromHome,Married,PassedOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,A,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,160,59,Passed,0,30000,No,15000to30000,5,50,38,No
169,Female,No,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NotMAS,Good,Moderate,Unmarried,FALSE,JobIssue,160,50,Passed,64,25000,No,NoJob,3,29,27,No
